Start,End,Name,Text
4011890,4013260,Julia,So how do we get up?
4015870,4021410,Jacob,But there's something about people who I think are like the funniest people and it's that they're not just like
4022110,4029390,Jacob,",people who are being funny, it's that the funny is like a part of them. -It is like how they live their life"
4026960,4027570,Julia,Yeah
4030110,4032980,Jacob,something in like their very nature is funny
4033290,4034050,Julia,Yeah
4033890,4041120,Jacob,"And there's like, you can't manufacture that kind of funny. -You either are that person or you're not that person"
4041420,4041760,Julia,Hmm
4043170,4044530,Jacob,I have to like think
4045740,4046960,Jacob,a lot about it
4047240,4048200,Julia,Right
4048200,4054430,Jacob,"And then, you know, be funny. -They're just like, they just are funny. -I think that's the difference"
4055430,4056350,Julia,Right
4059050,4061110,Jacob,That's how I am with dourness
4062920,4064720,Jacob,born into the dourness
4067040,4071630,Julia,"like I find you... we have a friend, the other friend that we play"
4072670,4074060,Julia,Marvel with
4074730,4077630,Julia,",uh, along with Kevin"
4079020,4082110,Julia,"who I also think is very funny, but he's like"
4083760,4085970,Julia,a really inaccessible funny
4086510,4088150,Jacob,He's like an insult comic
4088150,4092450,Julia,"He is like an insult comic, like it cracks me up and you just have to be like ready for it"
4093600,4095400,Julia,So... okay
4095990,4102910,Julia,"They said the thing was in the safe in the employee area, so it's not here, right?"
4106140,4108180,Julia,I didn't unlock this while I was here earlier
4108800,4110420,Julia,I wasn't locked in yet
4111160,4112600,Julia,but I'm locked in now
4115870,4116410,Julia,Um
4118150,4124970,Julia,"Like, I would say that his comedy only works with a very particular group of people"
4125810,4126300,Jacob,Yeah
4125850,4127840,Julia,But I do find him very funny
4128070,4130860,Jacob,"I mean, I do too, that's why we've been friends for so long"
4130860,4131840,Julia,Yeah
4136430,4140530,Julia,"We did that. The vanity mirror, we don't have the light bulb for"
4142380,4149300,Julia,"202 we don't have the key for. I probably missed something in one of these rooms, huh?"
4154260,4155560,Julia,You know what? Is it
4158060,4161670,Julia,was I supposed to know the lock combo?
4162430,4163590,Jacob,Milk Mary
4163860,4164860,Julia,Yeah
4168220,4170290,Julia,Was I supposed to know that?
4172760,4174900,Jacob,"Not yet, people are saying"
4174900,4175980,Julia,Okay
4177530,4179350,Jacob,breakable wall on the second floor
4179360,4181140,Julia,"Second floor, okay, thank you"
4183170,4184490,Jacob,Gift shop maybe?
4186390,4189110,Julia,"Like I said, my brain just engaged"
4189080,4192370,Jacob,You can jump the counter in the cloak room on the second floor
4193480,4198950,Julia,"That explains the white, I was wondering about that, and for some reason I just didn't try it, but thank you"
4210740,4212180,Jacob,Wow
4215430,4217650,Jacob,What is happening in this room?
4218440,4219320,Julia,I quit
4221360,4222890,Julia,Why would you do that?
4223310,4226170,Jacob,How could this happen to me?
4227520,4231250,Jacob,That's... I don't like any of this. Look at the legs
4231480,4233090,Julia,The legs are really cracking me up
4234200,4235990,Jacob,That's like your drunk Aunt Linda
4236710,4238520,Jacob,who stumbled over the couch
4239730,4240700,Julia,"Oh, 202"
4240700,4244040,Jacob,That was a totally random name and I realize now you do have an album
4244000,4246270,Julia,I do have an Aunt Linda who does not drink
4246270,4249960,Jacob,"No, but I think in general, if you took a survey,"
4251410,4253980,Jacob,of all the Aunt Lindas in America
4256310,4260740,Jacob,I think more than 50% of them would be the type to drink too much and fall over the couch
4260740,4261740,Julia,That's fair
4261740,4263340,Jacob,That's what I would guess
4263340,4264020,Julia,Okay
4279560,4280860,Jacob,An un-rotten apple
4280860,4281840,Julia,A ripe epazote
4281640,4282800,Jacob,Ripe apple
4282800,4283750,Julia,Who put that there?
4283750,4284840,Jacob,"Right back, boo"
4284840,4286070,Julia,I'll be right back
4287390,4288320,Julia,"Hello, sir"
4290210,4291690,Julia,Looks like my friend Kyle
4294260,4294920,Julia,Weird
4303620,4304990,Jacob,Bullets on the balcony
4307820,4309110,Julia,We love to see it
4327740,4328750,Julia,Take no prisoners
4333710,4336130,Julia,"I heard the noises she was making and I went,  mm-mm"
4336130,4337270,Jacob,We're not doing it
4337310,4338280,Julia,Not doing it
4341030,4343680,Jacob,"MSS, Mary Sunderland"
4344650,4345930,Julia,Stacy Sunderland
4345930,4348020,Jacob,Mary Stacy Sunderland
4350940,4351970,Jacob,"Oh, you can't open it?"
4351900,4354550,Julia,"I can't open it, apparently. James is not interested"
4355530,4359870,Julia,"James wants nothing to do with it. -Is there anything in there? Nope, is there anything in here?"
4362970,4366840,Julia,"Nope, all right, I just broke this for nothing, that's fine, it was satisfying"
4368420,4371860,Julia,What about these? Anything? No? What about this?
4373910,4374570,Julia,Anything?
4375160,4376570,Julia,"No, okay"
4377170,4378570,Julia,Someone
4380810,4387170,Julia,"Someone in one of the YouTube VODs, like, time stamped one of the nurses and it says,"
4387810,4394530,Julia,"And they wrote like, why did she make that noise? Oh my God, was that a mistake?"
4402970,4404570,Julia,Are we missing the point?
4404820,4406380,Jacob,I think we know why
4405890,4407460,Julia,Are we missing the point of these?
4407030,4409110,Jacob,I think we know why she made the noise
4409110,4410690,Julia,of these non-literal ladies?
4410490,4412670,Jacob,Like a Dark Souls character taking a hit
4413680,4414100,Julia,Yeah
4414100,4415280,Jacob,Not of weed
4415740,4417330,Julia,"Well, they could be"
4417680,4418560,Jacob,Maybe
4419170,4422050,Jacob,"If your Dark Souls protag took a big puff and was like,"
4422050,4423170,Julia,Oh
4433190,4434100,Julia,No prisoners
4436110,4437390,Julia,I suffer no fools
4444480,4445320,Julia,Okay
4445980,4452270,Jacob,"What do you think they're burning on those bonfires? -So true, I think they're sitting at the bonfire so much"
4456930,4458100,Julia,anything in this cabinet?
4459460,4459850,Julia,Buh
4459850,4460980,Jacob,Bottles
4462520,4465490,Jacob,"Take a jizzle of the scoobert, Ashen1"
4471330,4474700,Jacob,Don't remind me of shit I said
4476960,4481840,Julia,"Smell of Vader, smell of Vader, taste"
4487760,4488510,Julia,Okay
4490680,4493000,Julia,Just going to check all these rooms
4498210,4498580,Jacob,Oh!
4501300,4503630,Julia,"You can't go back to your hiding spot, all right?"
4502920,4504690,Jacob,"No, we know"
4504690,4507460,Julia,"But blow it, you can't reset, okay? I'm sorry"
4508220,4510140,Julia,You get one hit for a good measure
4510260,4511200,Jacob,One hit
4520470,4521700,Jacob,We see you
4525390,4526830,Jacob,"Damn, you never stood a chance"
4526830,4529020,Julia,"No, well, she stood"
4530240,4531200,Julia,but not a chance
4531130,4532380,Jacob,Not a chance
4536060,4541780,Julia,I came to this hotel with my porcelain and my box and the porcelain didn't survive
4541780,4547530,Jacob,All that was in the suitcase was one loose porcelain doll and a wooden box
4550080,4551420,Jacob,"Damn, damn, damn"
4551960,4553170,Jacob,It's a great shame
4554570,4555260,Julia,Great shape
4557640,4559790,Julia,"Okay, you didn't get to find anything in one of those?"
4564140,4565130,Julia,Oh
4572290,4576630,Julia,I do want to say I appreciate the
4581720,4582250,Julia,Don't
4583330,4602670,Julia,"I appreciate the level of backseating that's been happening during this Silent Hill game, and I don't know if it's chat being real good with their backseating, which I appreciate, or if it's the mods, but I feel like everyone's letting me make mistakes, and then when I'm genuinely confused, someone throws me a little hint"
4602890,4604690,Jacob,"Chat's been good, they've been good for this game"
4604320,4605010,Julia,They were great
4610720,4612340,Jacob,"Very proud of you, Chad"
4613680,4619540,Jacob,"Chat, you've made me proud, puts my hand on your shoulder in a fatherly gesture since I'm going to be a father now"
4619860,4620940,Julia,That's true
4621210,4623660,Jacob,I'm going to be saying so much dadly shit to y'all
4623660,4624500,Julia,Mm-hmm
4625010,4627000,Jacob,I'm gonna be like doling out advice
4629130,4636840,Julia,"I am, but yeah, it's been really nice because my goal with Secret Sleepover,"
4638000,4643030,Julia,is to enjoy the game how it's meant to be enjoyed. Shall I use a rotten apple? No
4643650,4655530,Julia,"the Puss in the Doll though, but also, you know, not to get too bogged down. So when people like jump on me to play the game optimally, I'm like, okay, let's chill. But"
4657070,4659620,Julia,"Since it's taking you this long to get to the conference room,"
4660530,4664580,Julia,"You might as well drop by room 107, I'm leaving you the key, one of the guests made quite a mess"
4664800,4668240,Jacob,"Ooh, a little Messi Milton in 107"
4668950,4671140,Julia,I'll take that one kill
4673610,4675720,Jacob,A bit of a messy Melissa
4675990,4677640,Julia,Eww
4678180,4683010,Julia,"I found the problem, Silent Hill, it's black mold everywhere"
4683780,4685390,Jacob,That's like always the answer
4685350,4686590,Julia,It's always the answer
4687010,4692440,Jacob,"If you have any problem in your life, you should really check your living space for black mold"
4693500,4695010,Jacob,Roll that one out first
4695010,4699320,Julia,"Yeah, get one of those mold sniffing dogs in your house"
4699930,4706720,Julia,Jacob and I were watching something and there was this girl with like a metric ton of problems and she was like seven
4707150,4711000,Jacob,like a ton of health issues and depression and
4708440,4709990,Julia,A ton of health issues
4711000,4723420,Julia,"anxiety and panic attacks and couldn't go out anywhere and just like issue after issue after issue and they were like, suddenly it just hit like out of nowhere and then they looked at a room and it was just like full of black mold"
4723420,4724860,Jacob,"Yeah, the walls were like"
4724860,4726760,Julia,peeling off with black more like
4725650,4728640,Jacob,The walls are like more black mold than wall
4730460,4731200,Jacob,Mary?
4738270,4738830,Julia,Hello?
4740310,4741500,Julia,May we?
4743250,4747390,Julia,"Dodge, Julia, dodge. You can't stun him, there's no stunning in this game"
4748330,4751370,Jacob,They're always going to hit you if they're in there
4752040,4754020,Jacob,jump scare animation
4754020,4754860,Julia,Yeah
4754760,4758940,Jacob,"You do have approximately 50 healing items, that's not an exaggeration"
4759890,4760890,Julia,"Yeah, it's true"
4765100,4767960,Julia,"May we? Well, she's in 312 or whatever, right?"
4769730,4771450,Jacob,"Yeah, we got to go to 107"
4772070,4775010,Jacob,",107.5, the room"
4779470,4781590,Julia,"Well, we have the key to 312"
4784540,4786230,Jacob,We have the key to 107
4786230,4789830,Julia,That's true. Should we go to 107 first or should we just try 312?
4789830,4791110,Jacob,"Do whatever you want, man"
4794600,4796360,Jacob,See if I care
4797760,4798990,Jacob,That's 318
4800200,4802250,Julia,"Yeah, I was just trying them since we're over here anyway"
4806130,4808080,Julia,"Who's that? Oh, it's Joy Cat"
4807600,4811100,Jacob,"It's Joy Cat, it's Joy Cat"
4811830,4814060,Jacob,She is a beautiful cat
4816390,4818020,Julia,She is a beautiful cat
4817110,4820990,Jacob,"Joy, the laugh is, oh, she gave you a headbutt"
4820990,4823050,Julia,Really strong one
4823780,4826010,Jacob,Make a space for her immediately
4826010,4826930,Julia,Come here
4828250,4830970,Jacob,"There she is, there she is"
4830900,4832330,Julia,Hi
4833040,4836920,Julia,We've been giving... so the cats have
4837550,4845530,Julia,"a massive lump on their throat, which is very worrying, but we're trying some antibiotics first"
4846170,4849900,Julia,and some like anti-inflammatory stuff and whatever
4851030,4856380,Julia,"because it's in like a tricky spot, so we don't want to like, you know, do a biopsy, we're trying to see if it goes away"
4856990,4862140,Julia,"Since giving her the medicine, hello, she's back to her old self"
4862710,4864820,Julia,of being kind of an asshole
4864990,4868140,Jacob,"Yeah, so I think we may have found an issue"
4868260,4870560,Julia,"Yeah, she's like a little bit of a rascal"
4870560,4884360,Jacob,"But yes, both cats, we were at the vet and the vet was like, we told the vet that Joy had a lump on her neck and he was like, oh, that's really concerning. -He was like, I'm not sure what it is, we'll try this, we'll try this. -And then we're like, also Olive has a lump on her neck in the same spot"
4884970,4885660,Jacob,What?
4886370,4886710,Julia,Hey
4886390,4888710,Jacob,"And then he felt and he was like, what the?"
4889290,4891820,Jacob,"That's really confusing, why would they"
4891820,4892690,Julia,Yeah
4892700,4893640,Jacob,Both?
4893880,4896680,Julia,Our vet is also like extremely good
4897940,4898370,Julia,Uh
4898330,4901100,Jacob,He looks so puzzled for the rest of the visit
4901100,4902720,Julia,"He was like, it's really bothering me"
4902640,4904910,Jacob,He would pause and just be thinking
4904910,4905820,Julia,Yeah
4906960,4911950,Julia,"We really, really, really like our vet. He was a... he worked at like"
4912810,4916270,Julia,"you know, cat rescues for the longest time"
4917370,4922820,Julia,"Um, so he knows his stuff, so when he says something's puzzling, I'm like, uh-oh"
4924020,4924860,Julia,That ain't good
4925810,4927850,Julia,I do feel like their throat's getting better though
4925840,4926350,Jacob,But I
4927850,4929740,Jacob,"Yeah, I mean, they've both been acting"
4930330,4935420,Jacob,"better, I do think it might be a... they both got like really bad colds"
4935560,4936330,Julia,Yeah
4936280,4940100,Jacob,and were like sick for a while and then after that this happened
4941110,4946380,Jacob,And so I don't know if it was like some sort of little like infection from being sick and coughing
4947290,4950310,Jacob,or like an irritation in the lymph nodes or
4951270,4952310,Julia,Yeah
4953130,4957950,Julia,"Someone said maybe it's a lymph node, so the lump is not like"
4959600,4961440,Jacob,It's like a little too low
4961440,4973390,Julia,"Yeah, it's too low on the neck to be a lymph node, but we thought the same thing, and then when we told our vet, he thought the same thing, and then he felt it, and he was like, it's not a lymph node. He's like, I also don't like how it feels"
4974760,4975450,Julia,So
4986300,4989040,Jacob,"But Joy does, like we said, seem to be"
4990130,4993100,Jacob,"feeling a lot better since we started giving him the medicine, so"
4993680,4995780,Julia,"Absolutely, she's"
4996410,5003310,Julia,"When I say she's like kind of an asshole, she's still the sweetest cat, but she is getting into trouble"
5004120,5007010,Julia,She's trying to steal fish from Jacob
5004360,5004760,Jacob,Yeah
5007010,5012320,Jacob,"She's jumping in the cabinets.  When I open a cabinet, she leaps in it. -She's going places she's not supposed to"
5012320,5014150,Julia,"Mm-hmm, she's a rascal"
5015360,5017060,Julia,"Not just half, and while you're at it,"
5017760,5023900,Julia,"Be sure to sweep up the leaves out in the garden, then you can get back to the fireplace, all right, jerk?"
5032020,5034920,Julia,What? What? What? What?
5033810,5035810,Jacob,What? What?
5035760,5037310,Julia,What? Is it the bug?
5042140,5043800,Jacob,"Well, they come"
5046730,5048390,Jacob,Here they come
5049990,5050810,Jacob,Bang!
5053450,5056080,Jacob,"James, that felt like murder"
5056500,5058340,Julia,"It did, I did shoot her in the back"
5058070,5062530,Jacob,That one felt like she was just walking in the garden and you blasted her
5062530,5063960,Julia,"Yeah, she was"
5065180,5066800,Jacob,That's what I'm talking about
5067840,5069460,Jacob,The dodgies
5070310,5071770,Julia,I heard someone else
5074050,5076060,Julia,"Uh-oh, there's dramatic music happening"
5084380,5086440,Julia,"I'm locked in, man, I woke up"
5087450,5090120,Julia,"for the first time today, I finally woke up"
5090930,5094710,Jacob,Are they drinking filtered water or tap? -They mostly drink tap water
5095840,5096500,Julia,"Oh, yeah"
5096380,5098570,Jacob,Is there a thing with tap water and cats?
5098570,5100580,Julia,I have six lives
5103550,5105440,Julia,So something with everything
5111630,5113080,Julia,We change it every day though
5115600,5118480,Jacob,"The water fresh, it's NYC tap, yeah"
5118480,5119930,Julia,It's a NYC tap
5119730,5122140,Jacob,"NYC tap, best tap water in the world"
5127160,5129220,Jacob,Incredible tap water over here
5130720,5132760,Jacob,"The bagel water, that's right, Draz"
5132760,5134280,Julia,There's that bagel water
5134410,5136420,Jacob,We're giving the cats bagel water
5140520,5142020,Jacob,Pizza grade water
5142020,5143220,Julia,Yeah!
5145520,5148180,Jacob,"Someone mentioned thyroid issues, did they check that?"
5149060,5151640,Jacob,"I don't think they checked that, but I don't know"
5152590,5155460,Jacob,I imagine that the vet will
5152600,5154110,Julia,I'm sure I'm bad when it's out of it
5156370,5157400,Jacob,The vet would know
5157380,5159200,Julia,We have to go back the day after Christmas
5159200,5160100,Jacob,Yeah
5160330,5162040,Julia,"sorry, quiz mice"
5162880,5164370,Jacob,Quez-mais
5166750,5169920,Jacob,And hopefully they'll be doing better by then and we'll have to do nothing more
5170190,5171820,Julia,"Well, one"
5172570,5175400,Julia,"Joy's side, I was just trying to feel for it and I couldn't feel it"
5176310,5177780,Jacob,I think they're getting better
5177780,5178640,Julia,So do I
5196060,5202710,Julia,"Speaking of tap water, and I'm not saying this about the tap water thing, it just like made me think of it"
5203210,5204560,Jacob,Here she goes
5204560,5206300,Julia,I'm about to say the most
5207080,5211530,Julia,"I don't know, boomer thing I'm maybe ever going to say"
5210420,5212610,Jacob,"Here it comes, she's booming"
5213740,5217570,Julia,I think that if you go on
5218620,5221720,Julia,",uh, TikTok or social media"
5220170,5220830,Jacob,Uh oh
5221610,5222920,Jacob,Here it comes
5223070,5226010,Julia,"and you give... again, this is not about the tap water,"
5226920,5228020,Julia,It just reminded me
5228640,5238890,Julia,"You give bad information, health information, like medicine information, -and it's like purposefully misleading or incorrect or harmful, you should be fined"
5238890,5240140,Jacob,Straight to jail
5241640,5245250,Julia,stop selling your goddamn supplements and telling people to
5246460,5248320,Julia,sun their buttholes or whatever
5251980,5253380,Julia,"Ads are about to start, so"
5256180,5262930,Julia,"I'm just so tired of it. I'm tired of like... So again, in my pregnancy, everyone has something to tell me"
5263730,5269990,Julia,"And all my friends who have something to tell me, it's been great. -It's like a village has come together, it's been so"
5271290,5275050,Julia,heartwarming and sweet and like the nicest thing
5275960,5277110,Julia,"Um, but like"
5277830,5285730,Julia,"the advice that they're giving me tells me that they weren't getting this advice, and that they were getting the opposite advice, and I was like"
5287540,5289660,Jacob,Who's giving you this bad advice?
5290310,5292670,Julia,Where are your friends getting their information from?
5293550,5303080,Julia,"And a lot of it is like, oh, I saw a TikTok and then I just said it like it was a fact to other people and then they go around saying it's a fact and it's like,"
5303690,5304280,Julia,No
5305610,5309730,Julia,Stop drinking like liquid metal or whatever. What are you doing?
5315400,5316920,Julia,I'm just like so tired of it
5317660,5326400,Jacob,"I'm going to go on TikTok, I'm going to start a series where I just like come on the screen and I'm like, don't let your baby look at the color purple"
5327070,5329220,Jacob,It will make them
5330370,5331560,Jacob,Um
5332390,5334330,Jacob,Eating disorder
5335830,5339290,Julia,You just literally pulled things out of a hat. Don't let your baby
5339830,5341790,Julia,Look at the color purple
5341790,5344290,Jacob,"But if you buy my peanuts,"
5345690,5345970,Julia,What's this?
5345970,5350140,Jacob,"It fix it, it fix it. Buy my peanuts, it fix it"
5348510,5349000,Julia,Yeah
5350140,5359090,Julia,"So there's two things there. One, did you see the woman on TikTok who said that the reason that people have glasses is because they're using glasses?"
5360320,5362930,Jacob,"Yeah, I see that's a classic one"
5362700,5363660,Julia,It's great
5363580,5365870,Jacob,That glasses are making your vision worse
5365870,5376890,Julia,"Yeah, and that actually not wearing your glasses anymore will make your eyes stronger, so it's actually like a big con by glasses"
5377990,5379150,Julia,Companies
5378780,5383540,Jacob,"Yeah, you got to train your eyes back up. -They're getting weaker because you're giving in to them"
5383540,5386760,Julia,"Yeah, it's"
5387860,5394760,Julia,"stupid, but it's like that's that's like exactly the kind of thing that people like say"
5395980,5397290,Julia,and then they'll just do it
5398420,5403790,Julia,"but only if you also sell supplements. My favorite argument is when they're like,"
5404300,5420580,Julia,"don't listen to your doctor, your doctor is bought by big pharma and they're pushing drugs on you and actually they get a commission every time they prescribe you a drug, you should instead use supplements and coincidentally I sell some, link in the description"
5423160,5425350,Julia,Let's not think about that too deeply
5423790,5426500,Jacob,Subscribe to my course
5426930,5427620,Julia,Yeah
5427620,5431530,Jacob,"If you take my course, by the end of it, you'll have 4020 vision"
5432580,5435140,Julia,"Yeah, she was selling that course"
5432830,5436020,Jacob,You'll be seeing it in the damn future
5436020,5438060,Julia,About eye exercises or whatever
5440630,5447930,Julia,"Although, did you see that study that's like, your baby needs to have interactions with colors, it like helps their brain develop?"
5447930,5449320,Jacob,But not purple
5449890,5451480,Jacob,What? Did you not see my TikTok?
5451480,5470090,Julia,"Oh, I'm so sorry, I missed, I must've missed that. But there was that like sad beige mom movement where they were like coloring all their kids toys to not be neon colors anymore because they found it overstimulating and they didn't want to have to look at brightly colored kids toys anymore"
5471100,5476760,Julia,"or it was just like aesthetically pleasing or whatever the excuse was and then doctors were like,"
5478240,5483350,Julia,"Your kid needs that. Like they need colors, this is the reason that they're also brightly colored"
5484200,5490190,Jacob,The Sad Beige Babies. -Something really funny about that to me. -Great band name
5491320,5492480,Julia,"You're so right, dude"
5492480,5494270,Jacob,The sad beige babies
5494590,5496330,Julia,"Santa bitch, baby"
5498260,5498800,Julia,All right
5500470,5503650,Julia,"Anyway, yeah, hi, what's up? What's up, sweetie?"
5504520,5507570,Julia,"Joy, you got all your food"
5507570,5512900,Jacob,"Olive's rising, she's rising, everyone please stand, please rise for Miss Olive"
5514780,5517340,Julia,"Yeah, there's a lot of like bad"
5517950,5524510,Julia,information out there though for moms and a lot of like pressure about stupid things where it's like
5526230,5527940,Julia,"I don't know, I'm so like"
5531230,5538270,Julia,"you know, let's just do our best with what we got at all times. Oh, wait, I got the bulk cutters. That's for outside, right?"
5539330,5555870,Julia,"I'm so just like, let's do the best with the information we got and let's just try to be as informed as we got, you know, all the time, like that's my goal and it's like, sorry, I was doing the best with what I had available and you know, I'll always be ready to fix or correct"
5557760,5558940,Julia,"Oh, it dissolved it"
5560410,5561100,Julia,Um
5561640,5566230,Julia,"If something new presents itself, I'm always open to like changing my mindset about a thing"
5567320,5568170,Julia,Um
5569080,5569480,Julia,)
5573310,5574040,Julia,Um
5577590,5583320,Julia,",Large one in the west, tempted by the Lord's appeal, failed to resist it"
5584130,5585890,Julia,"Oh, damn, it us though"
5588960,5590460,Jacob,"Damn, so true"
5592180,5593110,Julia,"Joy, come here"
5592620,5592960,Jacob,Come here
5594160,5598020,Julia,The lore was how horny we felt
5599390,5601130,Jacob,Everyone please rise
5601130,5602100,Julia,Joy is here
5602100,5604400,Jacob,Joy Cat has arrived on the scene
5606070,5610310,Jacob,"Please salute your new president, Joy"
5610660,5615300,Julia,I would gladly vote for Joy over our impending option
5615300,5617380,Jacob,Olive has abdicated the throne
5619600,5621750,Jacob,And joy has risen to the occasion
5625310,5628580,Julia,"fireplace, okay, we got to, well, we went to 202, right?"
5629850,5633760,Julia,"We did go to 202, right? Well, we have to do the light bulb anyway"
5635480,5637800,Julia,"Uh, my little buddy"
5638930,5640830,Julia,Reading room
5642030,5642760,Julia,"Okay, yeah"
5643840,5644560,Julia,Um
5647140,5648170,Julia,"Anyway, like"
5650740,5657390,Julia,There's so much pressure on moms to like do... to like get the best for their baby or they failed
5658150,5660960,Julia,"which is like pretty classist, really"
5662160,5663040,Julia,Um
5671710,5672590,Jacob,Apple?
5677160,5678700,Jacob,Why did James grunt?
5688540,5694870,Jacob,"You thought the light bulb went in the light bulb slot, you absolute dickhead"
5698120,5698700,Julia,The hell?
5700540,5701780,Julia,"Uh, okay"
5703350,5707980,Julia,"I guess we got to like, we probably got to like paint it red or something"
5708970,5709650,Julia,Um
5710530,5713800,Julia,"Anyway, one of the many things that"
5715060,5717340,Julia,women are pressured about is like breastfeeding
5719080,5724800,Julia,"because it is like better for your baby, I guess, but like they're like, don't use formula. If you use formula, you're up"
5725880,5727150,Julia,failure
5727790,5732600,Julia,And that's like what someone was telling me is like how they were made to feel
5733140,5739110,Julia,"about it, and they had some problems and they couldn't breastfeed and they had to use formula and it was like"
5740040,5744920,Julia,"What are you... what? Like what are you supposed to do? Okay, die, I guess. Like what?"
5745930,5751730,Jacob,Everyone in chat is saying fed is best and that's right. -You just want them to be fed
5749660,5750790,Julia,Yeah
5752190,5755650,Julia,"like, okay, you tried this thing, it didn't work,"
5756490,5760100,Julia,"We gotta go to option B, it's not like... I don't"
5760880,5771800,Jacob,"I'll tell you right now, Chad, the only breastfeeding I care about for my child is chicken breast and rice and broccoli and hitting the goddamn iron"
5772390,5777470,Jacob,temple and lifting and getting huge. That's all I care about
5778280,5780730,Julia,That's the only thing our child's going to be allowed to eat
5782630,5784300,Julia,they're going to be jacked
5784300,5787100,Jacob,"From day one, day one"
5787100,5793130,Julia,"And then we're going to make them an influencer over it, you know? -We're going to be like, this child is so strong"
5799510,5800350,Julia,James?
5801970,5803170,Julia,You fucking dropped it
5807250,5807980,Julia,James?
5810860,5811880,Julia,God damn it
5821550,5822240,Jacob,Oh
5823600,5825500,Julia,"Sup, motherfucker?"
5830730,5833770,Julia,I'm obsessed. I'm obsessed with everything that just happened
5833760,5837160,Jacob,That was the most relatable  James has ever been to me
5836210,5836780,Julia,Yeah
5841320,5841970,Julia,Okay
5848410,5850340,Jacob,It's one of the freaking Legulas
5863600,5867210,Julia,"Can I fight this thing or do I have to run? No, I probably gotta fight, huh?"
5869660,5871130,Julia,"No, that's not the weapon I wanted"
5873610,5874870,Julia,That's not the weapon I wanted
5875600,5876930,Julia,Now that's the weapon I wanted
5877890,5880030,Jacob,You need to shoot its ceiling hands
5880490,5881590,Julia,"Oh, probably"
5883510,5884050,Julia,Well
5889430,5889990,Julia,Well
5890410,5892220,Jacob,"It feels like you should, right?"
5892220,5893050,Julia,Yeah
5903590,5905010,Jacob,"Oh, yeah"
5905750,5906530,Julia,Oh
5927540,5929360,Julia,"The music's still playing, so I'm"
5929720,5930850,Jacob,Did you get it?
5932820,5933900,Jacob,Did you get it?
5938290,5939420,Jacob,I think you got it
5940940,5942470,Jacob,"I think we're good, I think we're clear"
5942470,5943670,Julia,Let's take a look
5944300,5945390,Jacob,Take a look
5946240,5947620,Jacob,It's in a book
5948500,5950200,Julia,"Oh, look at them toes"
5950930,5951990,Julia,They're all curled
5953090,5956500,Julia,"Oh, got a lot of blood. Was that me? Did I do that?"
5958080,5962230,Jacob,"And then the mouth, head and mouth hands"
5965150,5965560,Jacob,Oh
5965190,5966960,Julia,What could it mean?
5966600,5968060,Jacob,"Boy, James"
5968060,5970500,Julia,"In that shape, what could it mean?"
5973780,5976070,Jacob,"James, we got to talk about how you view women"
5978130,5979180,Jacob,It's not
5979390,5983020,Julia,"It's not great, man. -It's like certainly not good"
5981450,5984750,Jacob,"It's not good, it's just not good"
5984750,5985760,Julia,Yeah
5989890,5991660,Julia,Although this angle is very funny
5992850,5998180,Jacob,"I want them to sing in like three-part harmony. -Be like, hello, hello, hello"
5998400,6000960,Julia,"What about like the rhythm having like the, oh"
6001870,6004370,Julia,Together now
6004370,6005370,Jacob,Yeah
6007730,6008520,Julia,Um
6010750,6012660,Julia,"You think he's gonna go home and be like,"
6013890,6015740,Julia,"Listen, this thing had a mouth"
6017470,6018950,Julia,It's so powerful
6019690,6022460,Julia,"It could suck onto the ceiling, am I right?"
6022460,6023620,Jacob,"Hey, fellas"
6023540,6024590,Julia,"Hey, fellas"
6024590,6027680,Jacob,Had to get all the boys together to tell you about this thing I saw
6027680,6032790,Julia,"Was I in a nightmare or a dream? Hey. -Hey, I couldn't even tell"
6029700,6031420,Jacob,"Hey, I couldn't even tell"
6033730,6035640,Jacob,"I got a lot of trauma, boys"
6036990,6039200,Jacob,"Boys, I'm struggling"
6038150,6039490,Julia,"Boys, I'm going through it"
6040500,6042680,Julia,"I'm not going to talk about it though, I don't want to"
6044570,6045110,Julia,Well
6047690,6049290,Julia,Something happened in this room
6050460,6055940,Jacob,"James is like, three mouths, talk about the perfect woman. -...and his friends are like, James, why are you weeping?"
6056670,6061310,Jacob,"He's like, what are you talking about? -... None of them would say my name"
6063250,6064220,Julia,"Oh, I found it"
6064950,6066990,Julia,"say my name, say my name"
6068660,6069520,Julia,I love you
6072440,6075160,Julia,"Well, fuck me then, I guess, whatever"
6079650,6080530,Julia,God
6089670,6095390,Julia,"three mouths and none of them spoke, you know what I mean? I wish you would forgive me"
6097110,6100860,Jacob,"Because I'll never forgive myself, boys, I'll tell you that much"
6099970,6101000,Julia,You have to put that on
6102780,6104120,Jacob,"Brods, huh?"
6104680,6105520,Julia,Ah!
6106870,6109470,Julia,"All right, so we got the doll"
6110380,6111290,Julia,Where'd that go?
6115170,6117620,Julia,"I can just leave, all right, that's nice"
6117990,6118900,Jacob,Easy
6119050,6119910,Julia,Let's go
6123100,6124720,Jacob,Get the frick out
6128640,6130260,Julia,"All right, we're here"
6131070,6132910,Julia,We were not here before
6137350,6139570,Julia,We don't have to behave this way
6140430,6141830,Jacob,The bird room
6141830,6144650,Julia,Cage... bird cage room
6145310,6146580,Julia,What could it mean?
6146580,6148280,Jacob,"Hmm, yes"
